selection_id,edition_id,reference_normalized,response_text,stanzas_text,source_url,source_edition,territory,coverage_status,missing_reason,raw_sha256,normalized_sha256
dan3_29_30_31_33_32_34,local_nabre,"dan3:29-30,31,33,32,34",You are to be praised and highly exalted forever.,"For we have sinned and transgressed by departing from you, and we have done every kind of evil. Your commandments we have not heeded or observed, nor have we done as you ordered us for our good.

Therefore all you have brought upon us, all you have done to us, you have done by a proper judgment.

Now we cannot open our mouths; shame and reproach have come upon us, your servants, who revere you.

You have handed us over to our enemies, lawless and hateful rebels; to an unjust king, the worst in all the world.

For your name’s sake, do not deliver us up forever, or make void your covenant.",repo://assets/nabre.db,,WORLD,complete,,0dd31081482a71b4c22ac6c7ade9fde1940b1b07f9112b2be022417e6b770476,2992847d541b9419f02e91cf9b1e88c49c3d0da3bed2cb134641537c12dc8774
dan3_29_30_31_33_32_34,local_rsvce,"dan3:29-30,31,33,32,34",You are to be praised and highly exalted forever.,"""Blessed art thou, O Lord, God of our fathers, and to be praised and highly exalted for ever; Therefore I make a decree: Any people, nation, or language that speaks anything against the God of Shadrach, Meshach, and Abednego shall be torn limb from limb, and their houses laid in ruins; for there is no other god who is able to deliver in this way."" And blessed is thy glorious, holy name and to be highly praised and highly exalted for ever; Then the king promoted Shadrach, Meshach, and Abednego in the province of Babylon.

Blessed art thou in the temple of thy holy glory and to be extolled and highly glorified for ever.

Blessed art thou upon the throne of thy kingdom and to be extolled and highly exalted for ever.

Blessed art thou, who sittest upon cherubim and lookest upon the deeps, and to be praised and highly exalted for ever.

Blessed art thou in the firmament of heaven and to be sung and glorified for ever.",repo://assets/rsvce.db,,WORLD,complete,,98ed5cb702148420197cccf1d8e92793186d02bdd76eb41ce3037f3f63498d58,baeca1e8b0b1e866e4fe122e8c76d28495a55210576862b85d9fbb7d1f3cbe39
dan3_52_53_54_55_56,local_nabre,"dan3:52,53,54,55,56",(52b) Glory and praise for ever!,"“Blessed are you, O Lord, the God of our ancestors, praiseworthy and exalted above all forever; And blessed is your holy and glorious name, praiseworthy and exalted above all for all ages.

Blessed are you in the temple of your holy glory, praiseworthy and glorious above all forever.

Blessed are you on the throne of your kingdom, praiseworthy and exalted above all forever.

Blessed are you who look into the depths from your throne upon the cherubim, praiseworthy and exalted above all forever.

Blessed are you in the firmament of heaven, praiseworthy and glorious forever.",repo://assets/nabre.db,,WORLD,complete,,f8ece986d8de226b2e95b8bcade2d2f23d39b86177b3c00a0ff1c8e9d4b88a8a,4fa6c222a8ba28c6a5fea68c16d01db621eb007825ce8e16b5feb903d1b9ec83
dan3_52_53_54_55_56,local_rsvce,"dan3:52,53,54,55,56",(52b) Glory and praise for ever!,"Let the earth bless the Lord; let it sing praise to him and highly exalt him for ever.

Bless the Lord, mountains and hills, sing praise to him and highly exalt him for ever.

Bless the Lord, all things that grow on the earth, sing praise to him and highly exalt him for ever.

Bless the Lord, you springs, sing praise to him and highly exalt him for ever.

Bless the Lord, seas and rivers, sing praise to him and highly exalt him for ever.",repo://assets/rsvce.db,,WORLD,complete,,deebac5a58ef9e267e45914ce11a94deb7a164484e73c661ba9a6f7d62653e4c,be477b741c408ed5832e38aca263739fbd4fdb88786c968116ae2de0bb4a381a
dan3_57_58_59_60_61,local_nabre,"dan3:57,58,59,60,61",Give glory and eternal praise to him.,"Bless the Lord, all you works of the Lord, praise and exalt him above all forever.

Angels of the Lord, bless the Lord, praise and exalt him above all forever.

You heavens, bless the Lord, praise and exalt him above all forever.

All you waters above the heavens, bless the Lord, praise and exalt him above all forever.

All you powers, bless the Lord; praise and exalt him above all forever.",repo://assets/nabre.db,,WORLD,complete,,f2618658a01c4ad4180cbece5b439a803a163e2f7ad91a976925c95e3d76df3c,5547613b93d3bf9888e233cd936d0b42a2e80118b817461ed6cadb5aa9a7a378
dan3_57_58_59_60_61,local_rsvce,"dan3:57,58,59,60,61",Give glory and eternal praise to him.,"""Bless the Lord, all works of the Lord, sing praise to him and highly exalt him for ever.

Bless the Lord, you heavens, sing praise to him and highly exalt him for ever.

Bless the Lord, you angels of the Lord, sing praise to him and highly exalt him for ever.

Bless the Lord, all waters above the heaven, sing praise to him and highly exalt him for ever.

Bless the Lord, all powers, sing praise to him and highly exalt him for ever.",repo://assets/rsvce.db,,WORLD,complete,,8deb8951153a73f8c6a87e26b81b0ba0ca4c8e499d338d2f7ac573309a79d35e,8b04fe3744cc3bab148c465a61bfff28cfeda2a3ebb2debd78abecddaaec4d0c
dan3_62_63_64_65_66_67,local_nabre,"dan3:62,63,64,65,66,67",Give glory and eternal praise to him.,"Sun and moon, bless the Lord; praise and exalt him above all forever.

Stars of heaven, bless the Lord; praise and exalt him above all forever.

Every shower and dew, bless the Lord; praise and exalt him above all forever.

All you winds, bless the Lord; praise and exalt him above all forever.

Fire and heat, bless the Lord; praise and exalt him above all forever.

Cold and chill, bless the Lord; praise and exalt him above all forever.",repo://assets/nabre.db,,WORLD,complete,,5701fa6e419c32f7799429ba1e8f9d6e328653190f9cc563a995aea877ecfa7a,a473d6e628c7cd302347bb68e43abe0d7fd4dfe3991e190affdb25183bb48480
dan3_62_63_64_65_66_67,local_rsvce,"dan3:62,63,64,65,66,67",Give glory and eternal praise to him.,"Bless the Lord, sun and moon, sing praise to him and highly exalt him for ever.

Bless the Lord, stars of heaven, sing praise to him and highly exalt him for ever.

Bless the Lord, all rain and dew, sing praise to him and highly exalt him for ever.

Bless the Lord, all winds, sing praise to him and highly exalt him for ever.

Bless the Lord, fire and heat, sing praise to him and highly exalt him for ever.

Bless the Lord, winter cold and summer heat, sing praise to him and highly exalt him for ever.",repo://assets/rsvce.db,,WORLD,complete,,9652d1590141717d9a0fd61d11a14965f7e5caa2cbdd1a196bcba88d614701a7,078f1af45c6eedbd8e998fd5c8d80da6680a2690208eefa385c08d03ad4d6374
dan3_68_69_70_71_72_73_74,local_nabre,"dan3:68,69,70,71,72,73,74",Give glory and eternal praise to him.,"Dew and rain, bless the Lord; praise and exalt him above all forever.

Frost and chill, bless the Lord; praise and exalt him above all forever.

Hoarfrost and snow, bless the Lord; praise and exalt him above all forever.

Nights and days, bless the Lord; praise and exalt him above all forever.

Light and darkness, bless the Lord; praise and exalt him above all forever.

Lightnings and clouds, bless the Lord; praise and exalt him above all forever.

Let the earth bless the Lord, praise and exalt him above all forever.",repo://assets/nabre.db,,WORLD,complete,,d2884d9f62f3324044833956dce6e6d9f682c2dbe7050576f8c4024039967cc2,6bf6717257f33a0ae646f508cea041ee1a704881ed01e6f26f778e0ad7e1e21a
dan3_68_69_70_71_72_73_74,local_rsvce,"dan3:68,69,70,71,72,73,74",Give glory and eternal praise to him.,"Bless the Lord, dews and snows, sing praise to him and highly exalt him for ever.

Bless the Lord, nights and days, sing praise to him and highly exalt him for ever.

Bless the Lord, light and darkness, sing praise to him and highly exalt him for ever.

Bless the Lord, ice and cold, sing praise to him and highly exalt him for ever.

Bless the Lord, frosts and snows, sing praise to him and highly exalt him for ever.

Bless the Lord, lightnings and clouds, sing praise to him and highly exalt him for ever.

Let the earth bless the Lord; let it sing praise to him and highly exalt him for ever.",repo://assets/rsvce.db,,WORLD,complete,,f0c6841719a56d82d6fa72a391ba2502bd4749e742dedf1b3809de7e48811157,692bf6c16ba01eecffe5b37a61394ff93a2c868a0a71a56a9c4fceb725c4e5a3
dan3_75_76_77_78_79_80_81,local_nabre,"dan3:75,76,77,78,79,80,81",Give glory and eternal praise to him!,"Mountains and hills, bless the Lord; praise and exalt him above all forever.

Everything growing on earth, bless the Lord; praise and exalt him above all forever.

You springs, bless the Lord; praise and exalt him above all forever.

Seas and rivers, bless the Lord; praise and exalt him above all forever.

You sea monsters and all water creatures, bless the Lord; praise and exalt him above all forever.

All you birds of the air, bless the Lord; praise and exalt him above all forever.

All you beasts, wild and tame, bless the Lord; praise and exalt him above all forever.",repo://assets/nabre.db,,WORLD,complete,,c4dc5c7a9029e74d64baf062f17176b3690a8603c7e6f795ec6d7c3586939c92,cfb1f1c2d958a3d0c230ac6caff8be9d2298cfe5380d6e57f05e9f9a2b13985a
dan3_75_76_77_78_79_80_81,local_rsvce,"dan3:75,76,77,78,79,80,81",Give glory and eternal praise to him!,"Bless the Lord, mountains and hills, sing praise to him and highly exalt him for ever.

Bless the Lord, all things that grow on the earth, sing praise to him and highly exalt him for ever.

Bless the Lord, you springs, sing praise to him and highly exalt him for ever.

Bless the Lord, seas and rivers, sing praise to him and highly exalt him for ever.

Bless the Lord, you whales and all creatures that move in the waters, sing praise to him and highly exalt him for ever.

Bless the Lord, all birds of the air, sing praise to him and highly exalt him for ever.

Bless the Lord, all beasts and cattle, sing praise to him and highly exalt him for ever.",repo://assets/rsvce.db,,WORLD,complete,,5ea249d52fbba83b24f8a1d84a5fc80baa6c349427e4eed3b96f9fb032c04a6c,a8872ee141120a63c386c62ccf3ea04b5715e0e74d5d5d8ddb9ba41fedd40b4c
dan3_82_83_84_85_86_87,local_nabre,"dan3:82,83,84,85,86,87",Give glory and eternal praise to him.,"All you mortals, bless the Lord; praise and exalt him above all forever.

O Israel, bless the Lord; praise and exalt him above all forever.

Priests of the Lord, bless the Lord; praise and exalt him above all forever.

Servants of the Lord, bless the Lord; praise and exalt him above all forever.

Spirits and souls of the just, bless the Lord; praise and exalt him above all forever.

Holy and humble of heart, bless the Lord; praise and exalt him above all forever.",repo://assets/nabre.db,,WORLD,complete,,5a7c9ba8ce623535b3f4fba6244f06b6bd1cedc732456f3b784650f609031adb,5f69a97a6407126e83c8feb6a4e692f2e56556036f4f6aa910a034116f82a0f7
dan3_82_83_84_85_86_87,local_rsvce,"dan3:82,83,84,85,86,87",Give glory and eternal praise to him.,"Bless the Lord, you sons of men, sing praise to him and highly exalt him for ever.

Bless the Lord, O Israel, sing praise to him and highly exalt him for ever.

Bless the Lord, you priests of the Lord, sing praise to him and highly exalt him for ever.

Bless the Lord, you servants of the Lord, sing praise to him and highly exalt him for ever.

Bless the Lord, spirits and souls of the righteous, sing praise to him and highly exalt him for ever.

Bless the Lord, you who are holy and humble in heart, sing praise to him and highly exalt him for ever.",repo://assets/rsvce.db,,WORLD,complete,,60abd648162ffbbdbf4ea5dcc467252c62d6afbf343ad64f5d897ef95d006cef,5d5cf70642e0d7a5f9577e3a326ba08295bebe02123d3964b42fd199a72b6898
deut32_18_19_20_21,local_nabre,"deut32:18-19,20,21",You forgot God who gave you birth.,"You were unmindful of the Rock that begot you, you forgot the God who gave you birth. The LORD saw and was filled with loathing, provoked by his sons and daughters.

For they are a fickle generation, children with no loyalty in them!

Since they have incited me with a “no-god,” and provoked me with their empty idols, I will incite them with a “no-people”; with a foolish nation I will provoke them.",repo://assets/nabre.db,,WORLD,complete,,c956be163bac0dee4e2a618229db91564977808f9fa2d5f109da12248ec93f87,b52696b2ee498704b2084949f0ea246e2403708e28d8e59290ea3cc046e36fc7
deut32_18_19_20_21,local_rsvce,"deut32:18-19,20,21",You forgot God who gave you birth.,"You were unmindful of the Rock that begot you, and you forgot the God who gave you birth. ""The LORD saw it, and spurned them, because of the provocation of his sons and his daughters.

And he said, 'I will hide my face from them, I will see what their end will be, for they are a perverse generation, children in whom is no faithfulness.

They have stirred me to jealousy with what is no god; they have provoked me with their idols. So I will stir them to jealousy with those who are no people; I will provoke them with a foolish nation.",repo://assets/rsvce.db,,WORLD,complete,,3a3e87c03efd8827473deed989c5f5284306db5e97e6d4f4c9eb6778e09706a3,2f18f9eabcd7d93bcbbfcc7decc3c2b7a855bc1c27291a06ea2bc9f8e8aafd66
deut32_26_27ab_27cd_28_30_35cd_36ab,local_nabre,"deut32:26-27ab,27cd-28,30,35cd-36ab",I kill and I make alive.,"I said: I will make an end of them and blot out their name from human memory, Had I not feared the provocation by the enemy, that their foes might misunderstand, And say, “Our own hand won the victory; the LORD had nothing to do with any of it.”

Had I not feared the provocation by the enemy, that their foes might misunderstand, And say, “Our own hand won the victory; the LORD had nothing to do with any of it.” For they are a nation devoid of reason, having no understanding.

“How could one rout a thousand, or two put ten thousand to flight, Unless it was because their Rock sold them, the LORD delivered them up?”

Vengeance is mine and recompense, for the time they lose their footing; Because the day of their disaster is at hand and their doom is rushing upon them! When he sees their strength is gone, and neither bond nor free is left,",repo://assets/nabre.db,,WORLD,complete,,c4c6dc7731c018eb6ba069d3c50dbb05fa6285980ca13c3e8520f2cd2798e7a3,98e5a0bc9e7c87227c88b21b6a25f3b48bdf15478744e28987f5f0d5d5652827
deut32_26_27ab_27cd_28_30_35cd_36ab,local_rsvce,"deut32:26-27ab,27cd-28,30,35cd-36ab",I kill and I make alive.,"I would have said, ""I will scatter them afar, I will make the remembrance of them cease from among men,"" had I not feared provocation by the enemy, lest their adversaries should judge amiss, lest they should say, ""Our hand is triumphant, the LORD has not wrought all this.""'

had I not feared provocation by the enemy, lest their adversaries should judge amiss, lest they should say, ""Our hand is triumphant, the LORD has not wrought all this.""' ""For they are a nation void of counsel, and there is no understanding in them.

How should one chase a thousand, and two put ten thousand to flight, unless their Rock had sold them, and the LORD had given them up?

Vengeance is mine, and recompense, for the time when their foot shall slip; for the day of their calamity is at hand, and their doom comes swiftly. For the LORD will vindicate his people and have compassion on his servants, when he sees that their power is gone, and there is none remaining, bond or free.",repo://assets/rsvce.db,,WORLD,complete,,b04037a6e923c4f2181ef8e8bed368e6cb15cacbb427d7041f822dd8e3fca70f,22b27d2e1614ad135fe5e3ad3cc1c83bda4c2aa53c0950f3f11801ed8f73c90c
deut32_35cd_36ab_39abcd_41,local_nabre,"deut32:35cd-36ab,39abcd,41",I kill and I make alive.,"Vengeance is mine and recompense, for the time they lose their footing; Because the day of their disaster is at hand and their doom is rushing upon them! When he sees their strength is gone, and neither bond nor free is left,

It is I who bring both death and life, I who inflict wounds and heal them, and from my hand no one can deliver.

When I sharpen my flashing sword, and my hand lays hold of judgment, With vengeance I will repay my foes and requite those who hate me.",repo://assets/nabre.db,,WORLD,complete,,eae1d28c903bc942d5d16a6ceb08cc87d772c74c6b7f0f52c14b5a278c269d5a,7d2aa9c79fb4c2e41dfd98b1d8f28eae1e5640ba764af3003c6b9908dfb80899
deut32_35cd_36ab_39abcd_41,local_rsvce,"deut32:35cd-36ab,39abcd,41",I kill and I make alive.,"Vengeance is mine, and recompense, for the time when their foot shall slip; for the day of their calamity is at hand, and their doom comes swiftly. For the LORD will vindicate his people and have compassion on his servants, when he sees that their power is gone, and there is none remaining, bond or free.

""'See now that I, even I, am he, and there is no god beside me; I kill and I make alive; I wound and I heal; and there is none that can deliver out of my hand.

if I whet my glittering sword,  and my hand takes hold on judgment, I will take vengeance on my adversaries, and will requite those who hate me.",repo://assets/rsvce.db,,WORLD,complete,,2bb6676918dc7c9c2086e7e9476b6cca8d0d1c9b9d1e43d7d94324f7b3a48283,f004db421d2d54e2a540ee90ab5a5098f597525cbf6ac2f6dee223bbb070ee90
deut32_3_4ab_7_8_9_12,local_nabre,"deut32:3-4ab,7,8,9,12",The portion of the Lord is his people.,"For I will proclaim the name of the LORD, praise the greatness of our God! The Rock—how faultless are his deeds, how right all his ways! A faithful God, without deceit, just and upright is he!

Ask your father, he will inform you, your elders, they will tell you:

When the Most High allotted each nation its heritage, when he separated out human beings, He set up the boundaries of the peoples after the number of the divine beings;

But the LORD’s portion was his people; his allotted share was Jacob.

The LORD alone guided them, no foreign god was with them.",repo://assets/nabre.db,,WORLD,complete,,b5d5eb8774064b2346b72da6da02fc3547c034a3f640562fcf8625852890209e,1c3454e22fd439b069daf6ff5f117498b75a8df14e06535205d71e906456d533
deut32_3_4ab_7_8_9_12,local_rsvce,"deut32:3-4ab,7,8,9,12",The portion of the Lord is his people.,"For I will proclaim the name of the LORD. Ascribe greatness to our God! ""The Rock, his work is perfect; for all his ways are justice. A God of faithfulness and without iniquity, just and right is he.

Remember the days of old, consider the years of many generations; ask your father, and he will show you; your elders, and they will tell you.

When the Most High gave to the nations their inheritance, when he separated the sons of men, he fixed the bounds of the peoples according to the number of the sons of God.

For the LORD's portion is his people, Jacob his allotted heritage.

the LORD alone did lead him, and there was no foreign god with him.",repo://assets/rsvce.db,,WORLD,complete,,96d9477def3d469585c0543b02e3109cc810e4f9aaae7bfb2e5d3ba5de79d67b,b68e1a185b85a0acd63c9b61615b806f25eacaba5f287d29770adb2e0dc6b94b
ex15_1b_2_3_4_5_6_17_18,local_nabre,"ex15:1b-2,3-4,5-6,17-18","I will sing to the Lord, for he has triumphed gloriously.","Then Moses and the Israelites sang this song to the LORD: I will sing to the LORD, for he is gloriously triumphant; horse and chariot he has cast into the sea. This is my God, I praise him; the God of my father, I extol him.

The LORD is a warrior, LORD is his name! Pharaoh’s chariots and army he hurled into the sea; the elite of his officers were drowned in the Red Sea.

The flood waters covered them, they sank into the depths like a stone. Your right hand, O LORD, magnificent in power, your right hand, O LORD, shattered the enemy.

You brought them in, you planted them on the mountain that is your own— The place you made the base of your throne, LORD, the sanctuary, LORD, your hands established. May the LORD reign forever and ever!",repo://assets/nabre.db,,WORLD,complete,,1e8c646d783c73cc9df77e2bb3cdcfe4f23a903424bf8dee3409ac9a7f4ae912,76dcecb98603664bd5ec1d075e18e4357bc18fb22bbde742e76bdc78f3df5fe0
ex15_1b_2_3_4_5_6_17_18,local_rsvce,"ex15:1b-2,3-4,5-6,17-18","I will sing to the Lord, for he has triumphed gloriously.","Then Moses and the people of Israel sang this song to the LORD, saying, ""I will sing to the LORD, for he has triumphed gloriously; the horse and his rider he has thrown into the sea. The LORD is my strength and my song, and he has become my salvation; this is my God, and I will praise him, my father's God, and I will exalt him.

The LORD is a man of war; the LORD is his name. ""Pharaoh's chariots and his host he cast into the sea; and his picked officers are sunk in the Red Sea.

The floods cover them; they went down into the depths like a stone. Thy right hand, O LORD, glorious in power, thy right hand, O LORD, shatters the enemy.

Thou wilt bring them in, and plant them on thy own mountain, the place, O LORD, which thou hast made for thy abode, the sanctuary, O LORD, which thy hands have established. The LORD will reign for ever and ever.""",repo://assets/rsvce.db,,WORLD,complete,,29a3b181e8dc797bf1e0f2c86e3b1c976c6853ac0b3b14a86e1c86ebe37ac2b6,ac0e648d6c2d08aed49887c62cb46b3675b8db9659f526fc2d565b41054d5587
ex15_1bc_2_3_4_5_6,local_nabre,"ex15:1bc-2,3-4,5-6",Let us sing to the Lord; he has covered himself in glory.,"Then Moses and the Israelites sang this song to the LORD: I will sing to the LORD, for he is gloriously triumphant; horse and chariot he has cast into the sea. This is my God, I praise him; the God of my father, I extol him.

The LORD is a warrior, LORD is his name! Pharaoh’s chariots and army he hurled into the sea; the elite of his officers were drowned in the Red Sea.

The flood waters covered them, they sank into the depths like a stone. Your right hand, O LORD, magnificent in power, your right hand, O LORD, shattered the enemy.",repo://assets/nabre.db,,WORLD,complete,,a2ff895bcbf231ee3c5a39be1fcf63ad41e00de7faba6bfe92b305137b2d31a4,c8d4d3eea845f3ee7308997c1af286b777453abf16dc63a6377fc3d32656b494
